10.76907177,0.018877349,1.019752767,0.396700129,3.453140883,3.222146257,pubescent bamboo,1001.jpg
7.297582955,0.025591429,1.120402173,0.439170131,3.116541165,3.070960622,pubescent bamboo,1004.jpg
10.16696316,0.015916852,0.995325121,0.425123542,3.830480347,3.471157902,pubescent bamboo,1006.jpg
8.2698936,0.019181482,0.953527333,0.437671501,3.980170534,3.385789855,pubescent bamboo,1007.jpg
9.635689692,0.01691886,1.030510126,0.432172631,3.6558819,3.413198682,pubescent bamboo,1008.jpg
6.391567644,0.025916011,1.099442928,0.492669189,3.183917709,3.026950775,pubescent bamboo,1009.jpg
5.172962641,0.027639392,0.891220573,0.482562783,4.271731704,3.190324539,pubescent bamboo,1011.jpg
5.09676613,0.034977969,1.004312345,0.463173439,3.465091671,2.909234304,pubescent bamboo,1010.jpg
5.090256339,0.032738011,0.846996846,0.471858427,4.210332322,2.98059007,pubescent bamboo,1013.jpg
6.658752304,0.021654256,1.036729094,0.472972043,3.693591905,3.329270113,pubescent bamboo,1015.jpg
6.32787289,0.024626687,1.022084557,0.457345166,3.66487574,3.234639607,pubescent bamboo,1018.jpg
11.37172555,0.016478501,1.156100236,0.422222433,3.075118245,3.267784454,pubescent bamboo,1019.jpg
10.17621433,0.019297048,1.117523161,0.425881744,3.094285612,3.148534486,pubescent bamboo,1020.jpg
5.971035083,0.024062967,0.982566942,0.453452936,3.987239698,3.355728741,pubescent bamboo,1021.jpg
5.640164755,0.026302644,0.897849624,0.482914212,4.161173274,3.173454975,pubescent bamboo,1022.jpg
9.828029683,0.019181189,1.045355016,0.412674034,3.429743367,3.254186615,pubescent bamboo,1023.jpg
8.75738032,0.020969012,0.980219942,0.417250507,3.68554688,3.242398959,pubescent bamboo,1026.jpg
5.481828851,0.02546141,0.928826087,0.479087429,4.163458531,3.270518126,pubescent bamboo,1027.jpg
8.151113413,0.017089501,0.945027949,0.470473733,4.133467219,3.479382292,pubescent bamboo,1030.jpg
5.782567918,0.02423897,0.9841194,0.484754303,3.898288014,3.270757207,pubescent bamboo,1032.jpg
6.138072635,0.02185503,0.924989754,0.484165752,4.242035767,3.374133863,pubescent bamboo,1033.jpg
8.145934333,0.018442226,0.994082403,0.423466627,3.988328239,3.531230814,pubescent bamboo,1034.jpg
5.960491734,0.019755031,0.966731985,0.481357652,4.344902891,3.596899719,pubescent bamboo,1035.jpg
11.10934437,0.0141998,1.005988022,0.421826907,3.853494283,3.556438706,pubescent bamboo,1044.jpg
5.272933631,0.023303704,1.02073948,0.497166768,3.963651059,3.400884944,pubescent bamboo,1045.jpg
5.435031644,0.02563484,1.014633097,0.478755632,3.816081853,3.27022848,pubescent bamboo,1046.jpg
6.81091217,0.020386659,1.016262177,0.434582946,4.005735123,3.549698901,pubescent bamboo,1047.jpg
6.974231483,0.020750354,0.99402034,0.4385563,3.993292438,3.471633785,pubescent bamboo,1050.jpg
4.957893221,0.028613655,1.259177309,0.457469011,3.117432235,3.266542886,pubescent bamboo,1058.jpg
4.489848411,0.029746442,0.982806681,0.492931496,3.965566767,3.187459623,pubescent bamboo,1059.jpg
3.010700511,0.046102238,1.04122877,0.440844387,3.882544137,3.034658909,chinese horse chestnut,1060.jpg
2.786121278,0.045485581,0.970843439,0.45099856,4.308502388,3.078088015,chinese horse chestnut,1061.jpg
2.843010128,0.041537155,1.062999588,0.468626512,3.998949317,3.144748177,chinese horse chestnut,1063.jpg
2.561902051,0.033179399,1.062532931,0.473131226,4.693007817,3.586527996,chinese horse chestnut,1064.jpg
2.85028183,0.045577956,0.965128533,0.445057351,4.309089648,3.078690057,chinese horse chestnut,1065.jpg
2.623264701174002,0.031119747345916576,1.1406914405162696,0.47426349064619955,4.455360822860958,3.679536511906181,chinese horse chestnut,1072.jpg
2.754822747419603,0.0425024019530862,1.0350606932319295,0.5009577219141663,3.9891473513552294,3.0293546190138927,chinese horse chestnut,1074.jpg
2.810192700990683,0.03859305376619184,1.0596555365360323,0.476801085259794,4.149961310035975,3.2433806405412704,chinese horse chestnut,1075.jpg
2.5372056820607045,0.028854787515630562,1.108866930439905,0.47343043892440606,4.844017480402564,3.852835748103436,chinese horse chestnut,1076.jpg
2.671125300143844,0.04016409840882133,1.0398795873944378,0.49493504588369314,4.173272097832975,3.157583238162538,chinese horse chestnut,1077.jpg
